10000 10000
6796 4571 10
2339 3267 9
2432 355 7
1722 8477 10
7835 1459 1
5574 970 6
4766 2829 9
2930 7534 9
2364 3223 2
16 4961 1
8581 8110 4
402 6801 1
6550 9233 6
6708 7307 6
78 5142 7
120 716 9
7507 5482 9
7436 4765 3
9896 7129 8
9499 7145 2
4470 2078 4
6715 8832 5
5876 1734 1
1743 8443 8
2440 4873 1
949 4993 9
427 2500 4
2735 6288 9
8929 2536 8
4699 2036 6
1782 2858 6
6975 9573 1
8969 5449 5
2901 3545 10
7789 2337 3
4171 3286 6
7621 66 9
6554 9153 9
6604 4435 6
3784 9134 2
4461 7268 10
3568 4243 5
1508 9564 7
1183 2466 2
5652 6607 9
1347 778 8
5682 4751 6
5222 1306 9
1051 4262 4
9416 8046 10
6169 8859 8
9428 2428 3
8612 3936 8
9598 1471 6
481 3476 3
3702 4823 3
6561 6857 4
9486 2080 2
1564 3131 5
4430 2547 3
6429 8716 3
2049 4496 3
1911 9460 1
1338 5411 3
9583 2244 1
787 2298 6
2769 8859 3
9503 8345 3
246 6262 6
8900 692 5
1953 3473 3
217 5522 1
909 7434 4
1889 5124 5
693 1060 1
9325 8199 10
2780 969 9
3093 6824 7
1837 7070 1
65 2323 3
839 628 6
6682 845 1
3372 8106 7
5875 6347 3
141 7041 3
3004 2718 5
1813 5499 6
5833 4944 10
4551 3133 2
9531 3198 7
1555 390 5
7053 7072 2
8073 6796 10
2879 9024 8
9161 5517 1
2856 8521 1
4750 6686 10
317 8872 4
6356 3423 10
2169 2955 8
6658 862 10
1774 7915 2
4088 5988 1
4507 5219 7
7626 4381 4
4138 3589 8
3369 4691 4
8098 5008 6
4124 7716 2
9635 6237 9
8344 2895 1
7444 1022 7
9967 5110 5
9287 9617 5
3983 3596 8
549 7734 9
5636 7455 2
3761 1906 10
759 2382 8
1180 2017 7
908 361 3
1498 7805 5
4 7773 7
851 3412 6
6917 3748 2
7364 649 9
4104 2637 4
5535 6398 2
8326 7157 4
5185 8337 3
8281 9245 5
625 7096 2
3991 7100 7
2467 4303 2
6913 1220 2
1306 4936 1
3434 9040 8
9370 927 6
7211 9253 6
3787 790 5
2379 9072 3
7685 9697 9
7149 3689 1
4385 2508 5
7738 9421 5
4839 728 2
2589 514 2
2976 6236 2
6114 9800 7
6409 3587 8
1393 2318 10
1975 4 9
6005 7153 8
7136 7890 7
2570 5629 10
9224 6820 10
7167 9410 5
4151 8738 1
2062 4852 3
5578 7613 10
9885 5359 1
3264 3686 7
2693 9692 10
2162 6828 2
4140 9398 3
1892 4974 4
371 2142 6
5717 2645 4
7300 4707 9
8682 285 4
4 171 3
3644 9787 10
3640 8832 2
7141 7347 2
4884 7839 2
4609 9731 8
1154 6455 2
7109 2172 7
8154 5824 4
404 859 2
268 863 3
1842 859 2
751 4499 5
5704 7992 4
3837 9228 3
1368 3837 5
6578 4991 2
3929 8452 4
3926 2959 1
4981 3363 10
6322 9983 3
4186 1826 2
1838 8929 3
4674 986 7
4857 4823 5
9231 2544 3
3337 9122 6
3898 9403 9
6632 9681 8
7894 4663 3
3663 985 7
295 5172 3
4138 3362 2
8832 4388 10
1518 9245 4
3432 4828 10
5536 8166 2
2632 2064 7
8180 5048 9
3039 2942 2
1261 6605 9
9467 3252 3
5851 7390 5
4813 2574 3
1112 4092 10
8587 3877 9
8606 5765 5
4099 8397 1
8996 2929 10
3574 5968 2
9167 7230 8
5745 3049 10
3848 8901 3
1664 66 9
3869 7530 2
1670 6118 1
4300 1076 8
5096 1528 6
7957 524 7
5866 450 6
6717 9617 8
4174 5362 7
1236 5562 10
2040 7227 6
5418 7448 9
9241 9118 9
3293 3419 5
3111 8515 3
1326 6472 9
8822 2338 9
8639 5408 6
5686 5934 9
2135 7170 1
7484 9210 10
9252 981 8
8550 222 7
318 3516 6
9514 6627 3
3887 4305 8
5135 9479 6
6834 8119 6
4501 157 1
1179 2292 1
9772 6129 4
5591 1733 7
8859 283 9
1245 6953 7
3402 6467 6
426 6706 1
3923 8194 1
6111 1380 2
3706 5881 9
7236 3413 4
4289 3185 3
6904 8776 8
500 7635 1
670 5232 6
709 4986 5
7374 5413 2
8345 5688 8
5147 1799 8
68 1858 1
5146 5446 4
8869 6087 9
5073 2991 8
3010 9843 5
7582 6866 8
9107 7575 6
9804 1301 9
855 9646 10
2804 1145 9
9781 1213 9
5343 2712 6
7967 7933 3
127 3007 7
1064 6017 10
5989 9952 8
2498 5411 5
3993 5215 7
7254 2422 5
6203 5226 1
3303 1359 6
2262 6703 8
6667 4670 2
3511 4797 1
3347 2214 10
9379 8203 2
2276 7053 4
5453 1046 1
3579 8300 4
7703 4503 10
9325 4159 10
2161 6421 3
4060 9440 5
3893 2951 4
6733 6299 10
1943 2030 3
3456 658 6
381 6111 5
2522 9690 5
7085 3746 1
3226 9423 10
4375 1584 3
8579 1997 3
3805 5890 4
181 8976 5
8770 7271 5
1915 727 4
2112 7461 5
3356 9983 8
9253 3420 6
9653 6646 9
564 7374 6
7896 2305 3
4668 2463 5
743 2644 1
3118 1414 2
7522 3329 2
8937 5442 3
6464 5150 8
3681 4403 8
7348 4056 6
4086 972 2
8761 8868 8
1785 9888 3
700 632 7
8590 3750 3
104 7624 5
2345 6562 9
8399 3026 9
4436 3059 3
3893 407 9
2700 4493 4
8882 9607 2
3721 7744 1
1023 8444 3
7321 3387 5
1385 9843 9
8779 2188 3
7967 6939 1
2306 1375 10
1048 1620 7
198 4320 3
321 9554 2
5665 3275 6
4545 650 1
409 4323 10
6375 5709 3
9965 4488 3
118 8808 2
9648 1114 9
2238 8514 9
1586 8712 1
5428 5386 6
1581 1051 3
9127 1948 6
1469 8709 9
7198 5084 10
9122 5049 9
9586 1519 7
637 1168 3
9415 9758 7
6165 7696 1
7235 9477 7
4212 1058 10
817 185 8
8072 1654 7
6002 5204 3
9642 4326 3
4122 3912 4
1058 901 2
1812 6668 2
4728 9185 1
9060 6421 8
8779 6985 6
9548 7802 4
8618 5874 10
6396 1877 5
9259 7871 3
3523 1993 8
9306 9403 1
2610 1215 10
2023 2295 5
9133 7707 8
5720 6486 4
9718 2387 6
3901 1005 3
2442 7401 2
9836 3012 3
4261 2887 8
2598 8546 1
4540 1156 8
6799 9531 5
4596 8665 2
8813 737 9
6368 455 6
1726 708 3
9310 3151 6
5123 9339 9
8807 3600 8
4484 2550 4
5916 7091 2
8563 242 4
9857 1190 9
5210 6356 6
698 2724 4
4925 802 2
157 6464 5
9143 1587 5
7493 394 7
8730 4878 10
4866 794 3
2157 5709 7
8980 1918 8
820 7129 4
7046 7827 10
79 9105 5
172 5614 9
3417 4757 7
2353 8602 1
4889 3685 10
2680 8551 6
7562 7060 6
9039 6041 4
8058 6861 3
7081 259 3
1532 6690 10
6786 6863 4
8505 6632 4
1811 8985 6
5511 226 3
442 9259 6
6168 6821 7
3955 2212 10
7308 270 3
4143 3703 3
5157 5236 5
5276 2022 10
7361 527 2
4204 2338 9
6002 4202 8
1484 4644 7
1870 7164 8
5668 1119 3
5507 4780 5
4911 5275 9
4575 432 5
930 2060 9
499 9421 7
3053 9978 7
4591 5980 9
2708 3816 6
84 2038 10
634 4058 2
9748 9565 2
9132 829 9
2220 5404 3
6896 6334 3
3595 3186 6
821 6239 6
3089 7182 8
9560 9891 5
7027 6327 5
5306 3313 4
7409 3061 1
4292 2194 10
6450 4414 7
5392 1311 1
2746 4906 9
5874 2079 8
5331 1520 1
769 1080 4
23 4459 3
4019 9766 7
5722 3527 8
9695 7820 4
8144 622 9
8350 6015 2
1243 5113 10
3673 7339 1
5991 2671 3
1843 3440 6
3938 9815 5
2360 3834 3
448 5909 1
1598 5604 1
4941 100 3
9051 4803 10
824 2398 6
3855 6071 5
8965 2062 8
1948 257 8
8715 547 5
3589 9260 2
4582 9708 3
9102 7658 7
7794 8952 9
7108 8003 2
8790 5180 2
5585 9035 4
6071 8001 8
9229 6301 6
2178 5016 5
1295 8605 5
4246 9539 6
5810 8641 4
2978 6435 6
246 9896 2
8670 8686 2
9491 4271 7
6384 6694 10
1692 2275 3
3609 806 9
2425 2101 7
4150 2699 6
8287 8509 10
82 1487 7
4478 8085 3
9581 6755 9
9864 2599 2
9182 8983 7
6502 7027 2
6474 6988 8
7815 9414 1
4113 3564 10
9950 1851 1
4429 1933 10
1696 2763 6
5210 8696 3
1059 8560 2
7530 4095 8
7048 597 5
8842 3423 4
5089 7590 8
6142 8055 4
9893 8006 7
2154 2435 2
8605 483 8
6790 5694 6
8083 3105 9
8326 6987 4
7553 4036 3
3808 2878 8
3403 4319 9
2412 461 4
4985 6707 2
2113 8861 8
1174 3818 3
5703 609 7
8929 5044 2
7067 9722 10
9300 7276 8
8482 7436 6
7439 839 7
339 3251 9
1295 4588 6
256 6701 9
8005 4227 9
6238 9931 10
6516 8860 6
9900 2279 9
271 1579 5
4678 6413 1
8315 204 2
6271 544 3
1041 8191 3
2518 8447 4
2856 2805 3
3365 9043 4
7186 5559 6
6052 1811 5
4640 2082 6
504 6760 1
156 5075 6
647 7699 2
741 8740 3
5423 1259 2
3158 467 9
5120 184 2
3366 7371 4
471 3423 5
6208 8063 8
9875 4919 10
9956 5075 8
6593 2074 7
3774 2815 9
5498 4590 8
2021 7748 6
1350 2868 2
6073 6234 3
2708 3058 6
4803 5618 1
5332 1845 10
8973 1801 7
7690 4746 1
458 4872 8
1967 6722 8
4734 5096 6
4321 6446 7
4093 8871 3
1235 1580 1
8153 2735 1
9485 4419 7
9385 3392 10
7063 1083 7
6816 1541 1
9383 9860 4
2893 4595 10
4150 5268 8
8276 9361 9
4989 6949 1
1111 1454 6
2852 939 7
6438 6676 10
8177 92 5
1015 6908 8
8726 2643 9
3159 5536 6
9040 9687 4
1367 4315 6
8917 9304 7
8048 416 3
6265 9620 2
8902 6058 1
4931 587 3
4747 1603 3
6104 329 6
7322 9840 5
9487 8880 2
6921 247 9
68 5516 4
6516 3564 2
4418 6182 2
3259 1436 2
1481 2719 9
9795 7466 4
5017 3570 5
2883 7245 5
2637 6732 7
8430 5 6
8538 73 3
4303 2941 9
6836 7359 3
2637 6971 9
7200 8452 8
5999 8248 4
9104 9617 7
2539 2500 2
2165 1489 4
7024 6271 2
2129 1162 7
9103 5465 9
9642 2302 8
9066 1291 1
3575 8492 6
802 843 4
1848 6299 1
6464 8838 4
4677 7356 5
9622 4380 9
4573 2861 1
5950 8317 8
6620 4311 10
8297 3377 4
9650 6952 6
9455 4107 1
3860 2307 10
7882 8771 1
4405 9800 9
5122 9422 1
2110 3996 4
260 6298 1
227 2918 2
8849 7567 10
5114 7217 4
9871 6672 1
5471 6884 8
3722 4767 1
812 5524 1
7962 646 6
9492 2756 4
236 9368 2
9296 5948 2
9020 1149 1
5769 6263 9
2174 6134 3
6335 1605 8
9154 1679 7
745 8844 1
8487 6806 8
5652 2651 6
3165 9239 5
3328 8535 5
6409 3907 4
3410 6028 7
3980 8203 3
7574 890 10
8053 44 9
3299 7141 3
4070 5629 2
5487 7633 3
2364 7151 2
8610 479 9
804 3241 7
499 3003 7
6457 3335 10
8549 909 10
8598 5315 5
327 8614 8
7251 2684 7
982 4523 3
3716 3240 4
9337 1850 5
6198 9007 8
6966 9506 1
3762 5964 6
8762 865 8
1003 9464 3
3289 6143 7
2717 3394 4
4125 729 9
3167 4445 9
5712 135 2
8737 6333 9
1354 9651 7
3327 3413 1
8634 8527 7
4851 9531 3
6383 9172 6
2882 1889 10
8417 6015 9
8475 5534 7
8126 1247 2
9627 6336 7
6487 4042 8
2853 7369 3
5184 6004 1
4732 7207 4
96 9943 8
5251 2825 8
152 1242 5
5783 6069 9
5859 547 8
6070 174 4
5318 6661 9
7865 5867 10
177 1051 6
7369 2135 4
444 2231 7
2692 3834 4
3181 3986 8
9685 9769 7
8075 5628 7
7713 8050 1
38 3368 5
2758 7585 2
2848 4115 5
5293 7836 2
4946 4633 5
894 7325 9
9667 506 5
6034 6543 5
4823 4618 5
4159 8683 8
21 8722 6
8897 7832 4
3640 680 1
5786 5974 7
67 7272 10
2931 8167 7
9629 7834 3
6666 221 8
3472 1396 7
5906 5555 2
2743 1928 6
9301 826 9
9796 818 9
4406 6605 5
6852 6672 8
284 5956 7
1040 1937 3
8655 8603 4
2812 2075 10
7940 4334 7
1752 7077 6
637 2730 4
3707 2526 2
1106 6932 7
830 137 2
4179 421 8
5695 1461 5
1398 116 1
3673 9281 6
7345 3573 10
6571 5325 10
4078 2315 2
8763 2374 9
7915 3480 3
23 663 10
5156 1194 3
9893 6890 7
2920 4640 3
902 8313 6
959 5658 10
5351 8582 7
6820 2660 4
3723 7776 9
6801 5691 1
9516 2066 6
2367 7223 1
5640 3468 3
6726 2740 3
4280 3642 8
1116 4602 7
7877 9953 1
6315 3125 3
7069 6848 9
197 2 2
9509 9518 9
9485 1885 4
655 7525 2
5067 603 5
471 4884 7
4188 2352 1
9916 229 6
4226 6544 1
7549 9965 2
4999 6514 4
8141 6024 4
9701 5509 1
8484 2516 9
7087 3935 2
8431 4406 6
9770 8594 10
2062 8511 1
4308 9089 8
6030 2990 3
4601 7990 8
9526 6131 4
321 5832 5
3002 668 3
9560 7755 8
6721 2539 4
5119 2309 10
5868 4371 1
9551 5031 3
9778 1062 3
9970 2015 3
3029 1542 6
8464 1863 10
9408 4865 8
9220 777 6
9319 3851 5
7472 5322 6
6924 7542 9
4886 7093 1
1938 6871 5
1981 3194 10
13 6223 2
6881 4688 8
9580 448 5
9300 6021 3
6775 5340 6
3141 9165 8
8168 6089 10
7566 975 4
8348 2914 5
192 1247 9
4052 7612 5
5805 4493 5
9422 4074 3
4257 9726 4
6221 6501 7
2036 5994 2
3173 4162 1
8204 8080 8
3977 6429 2
2974 2973 1
5164 7025 4
3578 9183 7
9384 8605 3
9287 9214 9
1562 5435 10
9178 3823 6
2311 3348 8
1533 1553 1
1731 5530 10
1194 4856 5
1905 21 1
228 9951 4
3044 9336 1
2639 8623 6
5607 6537 3
1429 2068 9
3244 4379 7
9222 2265 2
5984 3996 5
2823 5190 1
8987 3447 2
8529 27 6
7254 3072 2
4585 2063 7
7482 7670 4
2166 9099 4
674 2344 4
8883 7918 9
8644 3902 7
288 3077 9
3141 8416 7
6014 6946 6
8839 552 10
1000 1489 3
8136 8971 4
8162 7490 3
255 4516 7
3080 3399 7
8170 8396 9
3608 5036 6
4237 8177 3
4665 544 1
5120 9383 5
5000 6736 5
6942 1224 8
6555 5738 8
1620 5994 5
9028 5426 4
4355 9949 2
3583 3557 9
2241 4146 8
9315 5163 2
3335 284 8
4259 1636 4
3025 4930 10
763 7838 9
5990 9458 5
2086 8486 3
1582 2841 2
9473 2777 2
2401 5018 8
6211 4333 2
4212 4020 8
7949 4631 4
4774 7657 4
2824 4772 4
6612 762 2
9098 2849 1
7010 783 2
4872 256 1
8995 9010 9
912 5221 4
4345 9433 6
8062 3735 8
9767 8509 7
51 7685 9
876 649 3
4808 9747 4
3578 3110 7
1541 4334 4
2282 3329 6
4392 4241 7
7188 8587 2
4003 3001 7
1802 2769 9
7258 9172 4
3838 48 4
1181 4856 3
7724 4786 3
1403 2680 7
8986 4962 6
1931 5706 10
6449 2894 9
400 6898 10
4439 8700 9
6987 2311 1
7220 6149 10
4455 3682 6
1438 7759 5
7882 9162 5
2309 4500 9
6416 2783 5
4765 9232 10
8053 5984 10
4343 423 2
3401 7410 3
7984 983 5
6263 5438 7
5750 3228 6
24 7463 10
6978 9772 10
5246 2540 3
5573 7306 7
8794 1711 2
8913 6054 5
4084 5808 8
7919 3792 1
7903 6407 1
7921 2157 2
9347 2182 5
6286 5512 9
4078 7111 9
8300 9036 7
4459 7830 9
250 6743 5
2816 7179 5
2793 5098 9
3753 3001 6
2856 923 4
5187 6622 8
1333 9260 2
7251 3338 3
2061 7991 9
4178 2450 9
4358 9052 4
6944 1868 4
5339 4662 2
229 4767 6
5175 3975 9
8630 5514 3
4267 6847 3
1768 450 2
2733 2512 5
2733 3042 5
564 3752 9
5137 696 7
3242 2387 1
94 2617 1
2651 4144 6
6131 2774 3
6233 7041 10
5595 5161 1
4648 7894 5
8044 6980 9
3890 7544 1
8788 9033 9
1907 2276 9
9687 8722 8
4939 1373 2
4167 7504 6
8909 3737 7
6850 5684 10
8890 6685 7
6146 4729 7
6444 8620 1
6846 3760 4
4297 5667 2
487 1707 4
9294 6646 7
2245 813 1
4322 6074 10
7088 2925 7
7719 8167 2
6245 4314 3
1751 7110 3
4801 309 4
3237 958 3
3948 1445 10
9734 7091 7
540 9336 2
5203 3658 7
9954 7098 2
390 4817 1
7511 7415 5
2066 9166 8
8888 320 9
5823 3557 7
4778 3857 4
9087 3591 5
43 484 1
4517 5687 1
8713 1993 1
2186 2384 10
3826 6247 5
6133 8313 2
1902 3554 2
7980 5729 1
5016 507 10
9849 9595 4
1773 5990 8
9385 507 7
655 5572 10
1727 4110 6
7616 4289 4
921 422 9
3392 2324 5
2535 304 5
1587 1672 4
848 1521 1
3701 9646 4
7038 9031 3
8766 6038 6
2488 7765 8
8593 5381 7
7298 2654 1
669 2398 7
7593 4933 3
6599 2872 5
2465 3721 8
7925 7422 4
5728 813 7
391 5931 7
6978 8419 4
7675 3365 6
2662 663 2
774 1332 1
1211 5278 4
8303 1877 9
7068 694 10
57 8620 4
2693 700 9
4359 7443 1
4768 773 2
2941 4801 7
2848 3815 3
5410 4589 5
370 5800 5
6615 4104 5
5733 7524 9
4924 7581 1
7890 274 4
1668 986 7
7730 5754 3
2212 8695 4
6410 1544 9
1272 6954 8
3819 3676 1
1643 291 5
7697 2377 1
4446 7301 2
2518 5191 9
1291 3212 5
3860 942 1
7202 9506 8
1697 5917 4
3655 7189 10
6554 1008 6
5254 2652 10
4410 6701 7
1090 7499 10
1704 18 2
8944 7661 6
7170 1521 10
1150 5075 7
6529 3124 6
3453 3131 5
3682 9686 6
7588 1292 10
8137 2055 1
7415 9497 3
3994 7553 3
2117 6497 4
3452 3667 8
8434 1169 5
6570 7699 10
3327 7504 1
921 1186 9
2228 5126 4
6187 9615 9
3200 7030 8
7712 7377 2
8594 9494 1
7137 9299 1
9906 7733 10
7751 655 1
5072 3982 5
5524 1255 4
5663 3484 10
9798 9671 8
5988 9223 8
1675 6935 5
1268 1881 2
7359 5371 1
3469 5277 6
7100 9380 1
4783 4452 5
3617 9977 10
9990 1992 4
7842 1790 8
5309 7778 1
6158 5805 9
4385 7074 10
2106 785 1
5478 4254 1
6583 7706 1
4695 2489 6
3141 6107 3
6490 2449 7
9676 6643 9
8885 1952 9
7317 8111 4
2685 8848 10
6287 954 5
5259 2784 1
9509 5719 8
9492 414 7
3927 9907 6
4691 6397 6
3799 2425 1
4697 1310 4
9725 8628 7
6910 7665 5
1170 3952 1
2566 5564 5
8217 5073 4
1574 917 10
3772 4844 7
2078 5887 4
9185 9686 2
2935 4383 2
4990 460 2
5156 7371 8
522 4893 2
6842 7459 6
5946 2028 10
7121 9954 9
8710 3727 4
6558 2157 3
4452 1342 10
7475 629 5
5456 5620 6
8418 7128 7
9045 7651 2
6328 845 1
2824 3144 2
745 265 6
9583 5328 5
9618 1886 2
5541 2690 6
1150 165 6
7494 5622 6
4299 392 6
4827 5789 7
248 2117 3
9481 4941 7
742 5686 4
1957 5270 2
9604 4888 9
3055 429 9
4201 7931 7
2328 5426 9
9723 6077 3
6950 905 2
5477 7505 9
1201 6986 1
69 4080 7
9202 6038 9
16 1994 10
2716 5049 1
8106 5602 3
3662 7930 1
1192 7653 8
9114 4604 5
2825 6433 1
8654 3986 9
5776 4055 10
8584 9609 10
6663 5977 4
5982 8693 5
8434 6800 8
2466 6814 8
8276 8007 4
6516 7121 10
5660 6299 3
8662 4953 1
5003 729 6
5424 9313 7
8235 2328 5
6688 4662 10
6542 3097 2
8351 5563 7
1739 192 4
9132 6708 7
7481 8720 6
8615 3735 1
3735 5090 2
9262 514 8
750 8749 8
8216 1789 1
4376 4683 10
39 3035 3
6165 1126 7
6650 258 7
609 4091 10
866 9058 7
6077 9145 7
4720 4759 3
2677 5509 4
5667 78 5
6967 4454 8
7716 845 5
380 7011 1
9589 13 1
5505 622 4
2846 1489 2
3922 3918 9
6440 8638 8
5824 7668 8
3957 3335 6
6583 6654 2
7541 722 7
4237 1102 10
2060 691 4
6492 2549 8
5016 5395 7
8949 5670 7
2028 2110 8
9865 7935 8
9564 8244 3
9341 4828 9
9924 8721 1
1353 9310 3
6144 7722 7
4597 4215 8
25 9231 5
3293 4532 5
480 6560 8
2657 2778 5
8854 2342 9
4738 8036 9
3628 7960 2
6888 5665 3
7602 1810 7
5360 2759 2
5667 9136 5
7722 2430 8
1798 9262 8
7985 8271 8
8459 3477 3
3530 4567 9
9780 8195 1
4752 5083 7
5386 9037 9
3742 4398 8
6314 6417 5
820 491 7
3507 2290 9
9107 275 10
7484 5087 9
4556 8617 6
6016 8397 1
5437 9501 6
6875 4887 3
6475 8630 3
2482 1296 3
3978 2116 4
7904 1976 6
1092 1083 2
8903 4919 1
191 5828 8
6046 1844 7
6448 3633 9
1933 508 6
2808 3335 8
4432 5818 6
2474 9796 5
7360 4053 1
4535 1497 6
8338 6753 5
7228 6944 3
4735 9343 8
3344 2143 3
5102 429 4
1747 3237 9
9727 7669 7
9002 6496 6
6746 3856 1
2818 4743 8
9973 3082 1
8400 310 8
6302 1398 3
2401 4742 6
2134 9844 5
8727 7943 4
8655 7670 6
754 3025 2
9001 6123 10
1301 5294 3
1450 5267 5
8353 19 8
2200 6322 8
1742 5075 10
9779 3561 6
8246 2288 1
9949 7296 4
2026 4402 9
4247 9755 4
3028 7408 8
201 5210 8
6807 3563 7
76 5763 1
4743 3857 7
504 9989 8
6109 8235 9
6010 4536 7
9933 6563 1
3233 7162 6
2656 191 6
3726 6744 6
63 3551 10
2771 9980 5
1802 4723 5
5908 5228 4
9927 1337 1
6235 3699 9
2543 9984 2
3253 3217 7
70 2226 10
647 5952 4
6435 2367 7
9434 5138 7
900 6940 1
6224 9200 9
1537 5480 8
1437 8067 10
2226 611 4
5929 216 2
3147 6639 10
556 7286 2
4709 3721 1
8766 9507 9
9154 408 2
7914 6632 4
8254 4522 4
6284 2311 2
8013 889 3
9726 6819 1
1009 6318 10
4518 6875 9
331 1584 2
8511 6702 10
1830 5857 10
4793 123 4
6956 8378 6
4600 1014 10
311 9027 9
2985 5105 10
5875 6115 9
5405 6985 4
4925 7317 10
8166 5828 3
915 7658 2
6776 8803 5
9270 5760 5
2637 360 9
8316 7023 8
1237 8 4
976 2235 9
3386 3992 4
6319 8917 3
7189 7084 2
1113 4351 2
894 1128 6
7150 6750 6
1785 9387 8
3785 4056 3
4813 5293 3
7298 2621 8
9546 6008 1
5131 2327 8
8034 5868 2
3117 3333 6
5858 579 4
7403 7730 6
1060 5867 3
1429 6004 1
8821 7169 6
2573 4467 8
8561 365 6
4893 1849 5
3790 6235 6
6124 9352 9
2809 5210 1
6974 8966 3
7889 6378 2
4543 7808 6
5254 2981 8
3961 5555 5
8938 468 1
9923 1713 2
5940 5503 7
7825 7979 9
9395 7140 1
1545 4114 7
4129 8355 6
2580 9251 4
3388 4505 7
1365 4818 2
3809 3757 2
2971 32 5
3982 5972 1
1228 149 2
4178 9545 3
2339 7442 9
5817 1572 5
9322 504 8
6987 3892 5
7634 5257 3
187 5419 10
9561 8390 3
647 8725 7
3589 6305 7
4511 484 4
8925 9175 8
7453 4992 2
689 4315 7
3176 7654 9
6520 1640 9
4683 1828 8
2954 7741 8
4906 8388 5
5535 8330 1
9961 2841 7
6636 8118 2
753 5571 6
9147 2613 3
1693 2141 8
4483 8662 8
2531 9697 8
2350 9003 1
560 3910 2
7494 5797 2
7086 2110 5
7162 8746 3
2765 5851 4
3361 4998 9
4623 3043 1
9892 3879 5
6802 2762 4
1891 5113 7
4722 5673 9
2293 3167 6
4546 254 6
9640 3768 2
2852 6534 6
7987 6247 6
5736 7222 2
1978 7115 1
6882 269 3
7835 2160 6
4143 3234 9
4362 5527 9
377 73 5
4855 9713 3
8078 8917 9
7153 6905 8
7579 8993 1
7400 971 8
7452 7853 7
3914 2040 9
1842 6183 4
9090 545 3
2210 7275 7
5584 2130 2
9079 208 2
5459 3714 7
8087 1293 10
4289 5045 3
7606 8849 6
7544 2763 8
9642 4605 3
1327 48 9
8540 8610 6
2178 4195 8
1881 3274 6
502 8733 10
6028 3172 5
6899 7461 2
8741 5067 1
4788 8963 7
9227 4958 4
9850 6285 4
7370 1177 5
2165 3355 10
5442 5237 6
5279 5739 1
2479 8120 4
3675 5019 7
6269 113 7
1359 1253 10
1917 481 8
7081 331 6
8644 4053 3
8818 6218 1
9539 8012 8
9886 3291 7
8967 2122 9
7572 5798 9
9990 2067 4
7476 9778 9
3926 1696 10
1685 5129 3
2082 3773 6
3657 8944 6
8587 4835 8
8754 4722 10
1012 41 2
1391 3965 2
3141 3955 1
1356 1432 10
824 1710 8
7126 9747 7
3758 1830 2
796 1839 8
4051 426 4
1671 5532 6
6230 6544 7
9263 4287 2
4447 7428 9
1697 8784 1
5078 5961 1
155 3087 1
6713 6845 3
3397 3993 2
9024 4397 10
9487 6068 2
1024 8650 8
2602 7913 6
8145 2360 6
7644 410 1
4926 5488 2
3919 5644 1
2659 8709 8
9581 2106 2
4694 1131 9
233 6970 9
7656 7995 9
1623 6949 4
9878 5095 5
8266 9091 7
9086 4017 5
2219 7936 1
8439 6947 1
4208 2880 7
7619 7574 10
1779 4159 1
2007 1815 8
885 3439 7
4029 9669 4
5885 7935 7
8151 3373 7
2257 1944 3
2008 6735 3
468 944 3
1034 8563 8
5436 6695 7
456 8702 5
6175 5940 4
8843 6321 5
2959 2206 1
6165 6709 6
9741 8966 1
7606 974 6
2418 7794 10
6462 5181 6
1729 617 1
7508 1073 5
5102 7248 5
2487 2443 6
9541 5402 4
883 1568 3
5599 7661 2
2259 5267 8
2006 4037 3
2698 500 4
1953 8581 1
4255 2441 6
5259 7543 6
2204 6382 9
1821 2276 2
3645 3159 2
8529 8758 3
8732 7369 1
9910 9376 10
8882 2074 2
3035 379 4
4157 4634 5
6352 6245 1
2147 4801 5
385 6623 1
378 6620 1
1939 5149 1
1162 3882 1
2004 144 9
6883 9026 5
8615 8413 6
5280 8922 2
4386 5274 7
1036 3773 9
6773 4158 4
8433 4537 4
9605 6476 5
9536 3990 9
3188 5994 3
2568 9230 1
4022 4197 6
8559 9477 8
7730 3863 2
3146 1252 7
9716 8025 6
2909 6458 5
9074 6064 3
6741 1952 4
8289 5140 8
6334 7708 10
9756 8082 7
1592 6641 4
2349 723 8
4733 221 2
889 9938 7
7556 9199 7
5112 4626 3
9145 1367 7
3520 6008 7
3889 2342 7
3489 8451 1
7285 43 4
559 8744 7
4048 9829 1
8789 7071 9
7907 979 10
9835 6092 6
4180 5237 5
476 5109 6
8265 8998 10
113 2487 1
6396 9773 4
9319 332 1
9318 732 10
9538 5873 3
6048 3780 3
1757 9967 5
8445 499 4
2851 976 3
3266 5593 1
2376 2058 9
9936 8454 4
3892 4126 6
2944 3444 10
5473 9334 3
7778 5382 5
4710 3491 2
4086 8288 2
8699 7492 10
4773 758 5
9845 9486 3
7405 5775 8
4738 6019 6
8755 8963 10
3504 788 6
4126 8566 8
4880 9628 1
1954 3714 2
9527 8765 4
4428 9890 4
4922 9736 3
3826 3493 8
1185 8232 9
2670 3339 2
3951 6844 2
4566 7322 1
6915 2203 9
2756 509 6
3237 36 1
7562 4464 4
2645 5738 10
3567 9564 3
6616 750 7
5684 3420 7
67 7372 3
1591 1938 5
1681 8854 10
7751 7962 1
7536 7551 7
2439 5113 3
7232 4110 1
8113 7678 6
2487 646 6
1446 2683 8
3744 2750 2
2886 693 1
5702 2374 7
7074 6478 1
8954 366 2
7223 2805 5
9955 6389 5
4778 854 5
2813 3342 2
7950 4788 5
6507 4884 7
8789 4122 3
